PATH,CLOSEST_HYDROPHONE,DISTANCE,ALL_VALID,PREDICTED,IS_NEARBY,H0 TOA,H0 VALID,H0 REASON,H0 IS_NEARBY,H0 CONFIDENCE,H0 H0_RAW_spectral_flatness,H0 H0_FILTERED_spectral_centroid_hz,H0 H0_FILTERED_time_to_secondary_peak_ms,H0 H0_RAW_rise_time_ms,H0 H0_RAW_spectral_centroid_hz,H0 H0_FILTERED_rise_time_ms,H0 H0_FILTERED_fwhm_ms,H1 TOA,H1 VALID,H1 REASON,H1 IS_NEARBY,H1 CONFIDENCE,H1 RAW_spectral_flatness,H1 FILTERED_spectral_centroid_hz,H1 FILTERED_time_to_secondary_peak_ms,H1 RAW_rise_time_ms,H1 RAW_spectral_centroid_hz,H1 FILTERED_rise_time_ms,H1 FILTERED_fwhm_ms,H2 TOA,H2 VALID,H2 REASON,H2 IS_NEARBY,H2 CONFIDENCE,H2 RAW_spectral_flatness,H2 FILTERED_spectral_centroid_hz,H2 FILTERED_time_to_secondary_peak_ms,H2 RAW_rise_time_ms,H2 RAW_spectral_centroid_hz,H2 FILTERED_rise_time_ms,H2 FILTERED_fwhm_ms,H3 TOA,H3 VALID,H3 REASON,H3 IS_NEARBY,H3 CONFIDENCE,H3 RAW_spectral_flatness,H3 FILTERED_spectral_centroid_hz,H3 FILTERED_time_to_secondary_peak_ms,H3 RAW_rise_time_ms,H3 RAW_spectral_centroid_hz,H3 FILTERED_rise_time_ms,H3 FILTERED_fwhm_ms
H0_Closest_0FT_epoch_8,H0,0FT,True,0,True,0.84214488175,True,VALID,True,0.99,0.24304482,31981.120324707532,7.15392,0.15744000000000002,65722.72371586737,3.51744,1.0009599999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_80,H0,0FT,True,0,True,0.43535320175000003,True,VALID,True,1.0,0.21708521,32071.8614906537,9.90336,4.26752,61902.112640533975,4.31104,0.67584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_81,H0,0FT,True,0,True,1.61802712175,True,VALID,True,0.98,0.20845175,32088.910540591743,15.64672,4.209919999999999,60378.733191851774,3.7376,3.08096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_82,H0,0FT,True,0,True,0.7660514417500001,True,VALID,True,0.98,0.21076067,32005.75089193713,19.78752,0.41856,61058.234513890624,0.44416,3.83872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_83,H0,0FT,False,0,True,2.0277000817500004,False,TOO_LATE,True,1.0,0.23689392,32049.547167599045,7.59808,0.192,64353.05478149983,0.44032,3.8144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_84,H0,0FT,True,0,True,1.27648728175,True,VALID,True,0.98,0.21200973,32067.683661795843,15.3856,4.30336,61310.946281201155,0.42496,3.71456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_85,H0,0FT,True,0,True,0.37114328175,True,VALID,True,1.0,0.22054043,32034.3266007884,16.06272,4.419840000000001,61984.42046237817,0.42752,2.30016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_86,H0,0FT,True,0,True,1.42144856175,True,VALID,True,0.95,0.21453124,32018.78354620515,15.75168,1.16224,61323.19601228786,2.16832,3.8297600000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_87,H0,0FT,True,0,True,0.8585468017500001,True,VALID,True,0.99,0.21874824,32100.265327499976,15.73376,0.18944,62161.18787954043,0.41856,3.8080000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_88,H0,0FT,False,0,True,0.037896561749999995,False,TOO_EARLY,True,0.92,0.17532277,32048.813234238474,0,4.2854399999999995,55817.751981753885,4.60928,2.3347200000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_89,H0,0FT,True,0,True,1.23571416175,True,VALID,True,0.93,0.22212462,32035.967963227646,16.4096,3.9795200000000004,62451.71468917561,5.212160000000001,4.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_9,H0,0FT,True,0,True,1.86740696175,True,VALID,True,1.0,0.264396,32049.133338653253,9.616639999999999,2.3872,68152.9888459209,0.49151999999999996,2.59328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_90,H0,0FT,True,0,True,0.34636888175,True,VALID,True,0.94,0.20618914,32055.657258235606,15.66464,4.2496,60566.62442557777,6.06208,4.05504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_91,H0,0FT,True,0,True,1.58057432175,True,VALID,True,0.97,0.22673653,32038.873571120723,14.414079999999998,0.18048,63389.684235637294,3.7964800000000003,3.83232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_92,H0,0FT,True,0,True,0.80382296175,True,VALID,True,1.0,0.21999651,32034.905522137968,8.08576,0.18431999999999998,62683.35469074912,3.7836800000000004,3.82592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_93,H0,0FT,False,0,True,0.06748888175000001,False,TOO_EARLY,True,1.0,0.21212296,32036.223310433204,25.22624,4.16128,60620.44570884198,4.36224,0.9087999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_94,H0,0FT,True,0,True,1.36531800175,True,VALID,True,0.99,0.19396625,32079.33509504543,13.74592,4.23424,58043.46742045604,0.46464,4.86144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_95,H0,0FT,True,0,True,0.5475503217500001,True,VALID,True,1.0,0.21081434,32056.997137289112,10.06848,4.1728,61161.51378293643,0.9728,3.34848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_96,H0,0FT,True,0,True,1.7634095217499999,True,VALID,True,1.0,0.23355329,31986.365810044004,6.228479999999999,3.38688,64523.38639007067,3.77088,3.81312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_97,H0,0FT,True,0,True,0.88789464175,True,VALID,True,1.0,0.22048476,32110.307961140003,12.00768,4.23296,62731.60855252863,0.90112,6.183680000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_98,H0,0FT,False,0,True,0.031515761749999996,False,TOO_EARLY,True,1.0,0.18783532,32024.55482172216,6.183680000000001,2.496,57864.336541129975,3.7875199999999998,3.8182400000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_99,H0,0FT,True,0,True,1.2397794417499999,True,VALID,True,0.99,0.26217693,32093.048127432572,19.9872,0.256,68796.91628085049,1.71648,2.5471999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_0,H0,10FT,True,0,True,1.11960024175,True,VALID,True,0.98,0.232176,32057.948067205558,10.238719999999999,3.14752,64710.5467507096,4.43392,4.071680000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_1,H0,10FT,True,0,True,0.37183832175000003,True,VALID,True,0.98,0.22904512,31979.100695200068,7.71328,4.00768,64019.652928403084,3.72864,4.58624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_10,H0,10FT,True,0,True,1.74260440175,True,VALID,True,0.87,0.31847155,32090.222333619266,7.48928,0.55936,78964.08281740146,0.47231999999999996,1.30688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_11,H0,10FT,True,0,True,0.82334040175,True,VALID,True,0.675,0.3122835,32039.923468543184,13.39392,4.582400000000001,78083.53099942057,4.7296,3.78496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_12,H0,10FT,False,0,True,2.0010223217500003,False,TOO_LATE,True,0.82,0.27318937,32015.199050124203,14.913279999999999,2.54848,71494.44747919621,2.48832,4.963839999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_13,H0,10FT,True,0,True,0.9718959217500001,True,VALID,True,0.7066666666666666,0.25615236,32412.707281633124,8.704,0.0,45694.038324883746,3.85536,4.38656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_14,H0,10FT,False,0,False,0.08824792175,False,TOO_EARLY,False,0.56,0.33751467,32057.526647522656,11.845120000000001,3.55456,80921.33579615309,3.4943999999999997,3.4035200000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_15,H0,10FT,True,0,True,1.15305816175,True,VALID,True,0.83,0.26116353,32021.366356640563,19.522560000000002,4.89088,70051.82660979849,4.63744,4.93184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_16,H0,10FT,True,0,True,0.21115736175,True,VALID,True,0.8766666666666667,0.2696118,32074.78892109478,12.185599999999999,3.47776,70670.79797022868,3.67616,3.4291199999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_17,H0,10FT,True,0,False,1.26160984175,True,VALID,False,0.51,0.30669293,31976.085577629216,14.615039999999999,4.93056,74576.9731599125,4.876799999999999,3.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_18,H0,10FT,True,0,True,0.43432920175,True,VALID,True,0.8,0.31444687,31996.949356951325,7.5712,2.4448,76782.50954462412,2.39744,1.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_19,H0,10FT,True,0,True,1.53495128175,True,VALID,True,0.85,0.2563046,32065.292271662758,11.704320000000001,5.46944,69027.99192167463,5.26848,4.0256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_2,H0,10FT,True,0,True,0.6407202417500001,True,VALID,True,0.92,0.21402325,32005.021770189112,8.87552,0.0,40700.043243378095,4.2944,4.95488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_20,H0,10FT,True,0,True,0.5639996017500001,True,VALID,True,0.91,0.26378807,31925.68144389972,10.15808,4.126720000000001,69782.22564376178,4.48768,4.38656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_21,H0,10FT,True,0,True,1.81098712175,True,VALID,True,0.97,0.21706948,32024.16105891605,23.166719999999998,5.4924800000000005,62815.47088977234,5.28384,5.44384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_22,H0,10FT,True,0,True,0.97566168175,True,VALID,True,0.76,0.28138164,32017.155981645206,11.18592,3.5904000000000003,71902.48292875293,3.26912,5.081600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_23,H0,10FT,True,0,True,0.10406488175,True,VALID,True,1.0,0.2407346,32054.843912711513,9.65504,3.05792,65350.09256932814,3.52768,3.80416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_24,H0,10FT,True,0,True,1.28665432175,True,VALID,True,0.97,0.22235031,32137.66304373142,16.793599999999998,3.1679999999999997,63404.857821054975,1.72672,3.89248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_25,H0,10FT,True,0,True,0.53172952175,True,VALID,True,0.51,0.27317715,32003.177100873152,11.0656,2.0672,71117.64526806005,2.0774399999999997,4.10624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_26,H0,10FT,True,0,True,1.74653784175,True,VALID,True,0.67,0.31714472,32028.11877188797,11.17696,3.76832,78582.32089350431,3.60064,3.26912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_27,H0,10FT,True,0,True,0.8506978417500001,True,VALID,True,0.68,0.35179678,32001.93351216221,10.45504,3.3984,82027.86982101551,0.31232,0.9356800000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_28,H0,10FT,True,0,True,1.93954264175,True,VALID,True,0.8,0.3311308,32003.08453261394,10.67008,3.88608,80243.51387185982,1.33376,0.95872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_29,H0,10FT,True,0,True,1.02598744175,True,VALID,True,0.69,0.31514513,32024.68479361037,17.53856,1.73312,77945.98028110249,3.37536,4.8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_3,H0,10FT,True,0,True,1.86997848175,True,VALID,True,0.85,0.31377935,32033.06496444133,7.959040000000001,2.7008,78022.9640143519,2.18752,3.58912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_30,H0,10FT,True,0,True,0.19861592175,True,VALID,True,0.99,0.21601667,32022.147754561454,20.737280000000002,0.0,39176.09108880133,1.25568,2.75968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_31,H0,10FT,True,0,True,1.3173679217499998,True,VALID,True,0.98,0.23823272,32061.277643033576,10.22848,3.71712,65583.4081430194,3.52128,4.77312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_32,H0,10FT,True,0,True,0.44962008175,True,VALID,True,0.96,0.21585853,32089.5490286585,17.14432,3.95008,62329.577394332,1.74848,4.8486400000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_33,H0,10FT,True,0,True,1.66827352175,True,VALID,True,1.0,0.22484432,32060.002918417875,10.09664,3.9168,63608.858877484745,3.6966400000000004,4.47104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_34,H0,10FT,True,0,True,0.63033432175,True,VALID,True,0.94,0.2541767,32091.327587587904,17.13408,3.89248,68894.11602201211,3.72864,4.07424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_35,H0,10FT,True,0,True,1.77497048175,True,VALID,True,0.72,0.2991927,32013.716330100855,8.86528,3.1078400000000004,75018.75616963574,2.4563200000000003,3.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_36,H0,10FT,True,0,True,0.86688344175,True,VALID,True,0.91,0.2686688,32028.517424752245,8.17152,3.86048,71038.70326331767,3.5161599999999997,4.6195200000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_37,H0,10FT,False,0,True,8.408174999999998e-05,False,TOO_EARLY,True,0.82,0.24823971,38651.32394095153,16.1344,4.5670399999999995,66441.01713058047,4.7232,4.8921600000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_38,H0,10FT,True,0,True,1.2423586417499999,True,VALID,True,0.96,0.23579131,32065.592346740235,13.050880000000001,4.5632,65242.43437241091,4.40064,4.84096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_39,H0,10FT,True,0,True,0.46663256175,True,VALID,True,0.98,0.23504065,32032.12370690319,8.45056,4.19456,65305.23591627469,3.4816000000000003,4.41216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_4,H0,10FT,True,0,True,0.9547848817500001,True,VALID,True,0.84,0.2508071,32033.847516805577,10.00704,5.4079999999999995,67468.80324596741,5.20448,1.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_40,H0,10FT,True,0,True,1.55450072175,True,VALID,True,0.98,0.23884425,32069.31011295126,10.60992,3.90144,66135.87757584064,3.7248,3.8655999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_41,H0,10FT,True,0,True,0.55763288175,True,VALID,True,0.99,0.2379969,32096.211969137967,9.50144,3.98208,65176.240803447276,1.87392,4.69888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_42,H0,10FT,True,0,True,1.8379311217499998,True,VALID,True,0.94,0.25212207,31969.362107198027,20.9664,3.5724799999999997,68554.21534808962,4.64256,3.0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_43,H0,10FT,True,0,True,0.9974856817500001,True,VALID,True,0.92,0.2350799,31996.696265720635,15.348479999999999,3.9590399999999994,65031.10709753653,3.7184000000000004,4.18048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_44,H0,10FT,False,0,True,0.08235608175,False,TOO_EARLY,True,1.0,0.22899991,32036.710879525166,8.064,3.9296,63467.43224561509,1.2864,4.26752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_45,H0,10FT,True,0,True,1.2454293617499999,True,VALID,True,0.98,0.22078015,32023.055683033304,8.93824,4.07552,63096.87518030017,4.81152,1.08928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_46,H0,10FT,True,0,True,0.40951896175,True,VALID,True,0.73,0.30200234,32076.195378891254,13.792,3.584,75065.97031325333,2.8800000000000003,4.8896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_47,H0,10FT,True,0,True,1.55815384175,True,VALID,True,1.0,0.23680271,32091.63288593507,5.039359999999999,0.58752,65861.43743525905,0.82688,1.2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_48,H0,10FT,True,0,True,0.72008792175,True,VALID,True,0.98,0.25795668,32077.082711475152,19.16416,4.09984,68984.5742022487,4.22528,2.99392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_49,H0,10FT,True,0,True,1.8936367217499999,True,VALID,True,1.0,0.23406288,32068.462009246727,9.40928,3.20128,65735.29629125456,2.77632,4.1433599999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_5,H0,10FT,True,0,True,0.11294424175000001,True,VALID,True,0.93,0.2338447,31976.009062768288,8.87424,4.24832,65646.72534764811,4.47232,4.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_50,H0,10FT,True,0,True,1.03693784175,True,VALID,True,0.94,0.24095511,32038.351617102308,11.67488,4.48384,66415.72783865467,4.3174399999999995,3.52128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_51,H0,10FT,True,0,True,0.25434328175000004,True,VALID,True,1.0,0.25527838,32085.952028875516,9.6384,3.81568,68297.65773727564,3.35872,4.7820800000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_52,H0,10FT,True,0,True,1.54340440175,True,VALID,True,0.9566666666666667,0.28290302,32055.273731535337,8.17024,4.1728,72687.90115047545,4.2854399999999995,2.8544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_53,H0,10FT,True,0,True,0.69838680175,True,VALID,True,0.96,0.22939673,32027.79949918492,9.26464,4.43392,63958.770790492184,4.115200000000001,4.38912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_54,H0,10FT,False,0,True,1.94752984175,False,TOO_LATE,True,0.95,0.29581836,32082.404680300082,12.034559999999999,3.4496,75041.96315193124,3.36512,2.3270399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_55,H0,10FT,True,0,True,1.0249096817499999,True,VALID,True,0.86,0.28539866,31969.835507414824,8.55424,1.21344,72502.74940590916,1.17632,3.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_56,H0,10FT,False,0,True,0.07758424175,False,TOO_EARLY,True,0.91,0.21957947,32011.059726609074,20.56832,4.0128,62606.989388636895,4.30464,4.7616000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_57,H0,10FT,True,0,True,1.36151000175,True,VALID,True,0.91,0.26578352,32013.611173618698,17.48352,3.8297600000000003,69737.46592756484,1.2019199999999999,4.00128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_58,H0,10FT,True,0,True,0.50446808175,True,VALID,True,0.81,0.32348847,31986.931532015962,10.897920000000001,1.8009600000000001,79016.01663360068,3.74912,0.96256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_59,H0,10FT,True,0,True,1.6964079217499999,True,VALID,True,0.76,0.33542085,31979.136178221503,2.97216,0.66816,81196.21599742601,1.29792,0.96256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_6,H0,10FT,True,0,True,1.08964696175,True,VALID,True,0.87,0.27342942,32121.11816620344,15.8336,1.20448,72153.87406185461,3.67232,4.07424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_60,H0,10FT,True,0,False,0.77926232175,True,VALID,False,0.57,0.29543078,32000.469707703247,15.8976,2.2208,75098.72986349909,2.24128,3.6992000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_61,H0,10FT,False,0,True,1.96286936175,False,TOO_LATE,True,0.98,0.20776671,31988.625497596604,11.9552,0.0,38317.61576143864,1.3875199999999999,4.04992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_62,H0,10FT,True,0,True,1.06157272175,True,VALID,True,0.98,0.29674736,32035.066102386907,3.1679999999999997,0.90496,74079.92499961043,1.3043200000000001,0.99712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_63,H0,10FT,True,0,True,0.21360856174999998,True,VALID,True,1.0,0.26479143,32047.30775560612,8.354560000000001,2.8928000000000003,70011.52237804617,2.6368,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_64,H0,10FT,True,0,True,1.42738648175,True,VALID,True,0.9,0.29670814,32029.237582432896,14.09152,5.37216,74906.12706189828,5.27104,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_65,H0,10FT,True,0,True,0.6133909617500001,True,VALID,True,0.95,0.28093213,32039.105786964024,8.541440000000001,4.5632,72838.09949991996,4.68736,1.1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_66,H0,10FT,True,0,True,1.8132104817499999,True,VALID,True,0.69,0.3033819,31976.24054114351,10.90048,1.3760000000000001,75971.88797783341,1.48224,3.29344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_67,H0,10FT,True,0,True,0.86519256175,True,VALID,True,0.95,0.307057,32057.441001495426,3.8873599999999997,1.3030400000000002,75380.20537590454,1.3670399999999998,1.02144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_68,H0,10FT,False,0,True,0.046726001749999996,False,TOO_EARLY,True,0.96,0.26515836,32020.82632547954,14.38208,4.1472,70143.97789376907,5.17888,1.95456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_69,H0,10FT,True,0,True,1.1749858417499999,True,VALID,True,0.87,0.31743833,32091.048577526657,16.65536,1.216,77844.62806806319,1.3696,0.9305599999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_7,H0,10FT,True,0,True,0.17110744175,True,VALID,True,1.0,0.24922937,32022.834049068493,11.599359999999999,1.3632,68193.53544982785,1.45536,3.85536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_70,H0,10FT,True,0,True,0.26364888175,True,VALID,True,0.94,0.29322818,32052.8910969906,8.96896,4.51712,75003.3663189736,4.6528,1.5334400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_71,H0,10FT,True,0,True,1.37716184175,True,VALID,True,0.94,0.303875,32040.085195343123,7.40864,2.0236799999999997,75859.45316681157,1.9737600000000002,3.1078400000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_72,H0,10FT,True,0,True,0.46554072175000005,True,VALID,True,0.85,0.3332613,31999.505033261048,4.41728,0.47872000000000003,80149.90045326877,1.2390400000000001,1.2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_73,H0,10FT,True,0,True,1.65421528175,True,VALID,True,0.97,0.29854047,32045.489458018004,1.9686399999999997,2.86336,75525.04992046693,0.87552,0.89984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_74,H0,10FT,True,0,False,0.70095192175,True,VALID,False,0.555,0.31256077,31988.243253016182,12.45184,4.85888,77040.48256878856,5.24032,3.8835200000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_75,H0,10FT,True,0,True,1.75606104175,True,VALID,True,0.9866666666666667,0.248904,32056.35228111794,11.2448,4.12928,67523.26199011921,3.9974399999999997,4.126720000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_76,H0,10FT,True,0,True,0.8338325617500001,True,VALID,True,0.98,0.2667182,32016.26949865786,8.00256,3.02976,70167.66868762193,2.91968,3.33952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_77,H0,10FT,False,0,True,1.99979608175,False,TOO_LATE,True,0.91,0.23071226,32041.92343964185,11.25504,4.91008,64664.12935211912,4.70528,1.2864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_78,H0,10FT,True,0,True,1.07073240175,True,VALID,True,0.9325,0.28414217,32024.424398312432,13.70752,1.98656,73378.48598526977,2.0364799999999996,2.18752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_10FT_epoch_79,H0,10FT,True,0,True,0.21851992174999998,True,VALID,True,0.72,0.30901077,32045.420693872955,19.93984,4.64256,76520.94133883975,4.7091199999999995,5.32736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
