PATH,CLOSEST_HYDROPHONE,DISTANCE,ALL_VALID,PREDICTED,IS_NEARBY,H0 TOA,H0 VALID,H0 REASON,H0 IS_NEARBY,H0 CONFIDENCE,H0 RAW_spectral_flatness,H0 FILTERED_spectral_centroid_hz,H0 FILTERED_time_to_secondary_peak_ms,H0 RAW_rise_time_ms,H1 TOA,H1 VALID,H1 REASON,H1 IS_NEARBY,H1 CONFIDENCE,H1 RAW_spectral_flatness,H1 FILTERED_spectral_centroid_hz,H1 FILTERED_time_to_secondary_peak_ms,H1 RAW_rise_time_ms,H2 TOA,H2 VALID,H2 REASON,H2 IS_NEARBY,H2 CONFIDENCE,H2 RAW_spectral_flatness,H2 FILTERED_spectral_centroid_hz,H2 FILTERED_time_to_secondary_peak_ms,H2 RAW_rise_time_ms,H3 TOA,H3 VALID,H3 REASON,H3 IS_NEARBY,H3 CONFIDENCE,H3 RAW_spectral_flatness,H3 FILTERED_spectral_centroid_hz,H3 FILTERED_time_to_secondary_peak_ms,H3 RAW_rise_time_ms
H0_5ft_t1_epoch_2,H0,5FT,True,0,True,1.23191768175,True,VALID,True,0.96,0.22067796,32037.63927281739,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_20,H0,5FT,True,0,True,1.29253080175,True,VALID,True,0.87,0.2634283,31904.41930930765,1.6383999999999999,0.8384,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_21,H0,5FT,True,0,True,0.65520728175,True,VALID,True,0.55,0.23374106,31984.257119405644,7.731199999999999,4.43392,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_22,H0,5FT,False,0,True,2.02559704175,False,TOO_LATE,True,0.99,0.21094294,32193.302494455213,3.03872,1.66656,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_23,H0,5FT,True,0,True,1.3670536817499999,True,VALID,True,1.0,0.23232281,31984.129325318605,4.80384,3.06304,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_24,H0,5FT,True,0,True,0.6032418417500001,True,VALID,True,0.89,0.26243111,31995.024992566483,2.40896,1.55264,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_25,H0,5FT,False,0,True,1.96863320175,False,TOO_LATE,True,1.0,0.2783795,32015.039583624886,0.54784,0.1664,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_26,H0,5FT,True,0,True,1.3370684017499999,True,VALID,True,0.81,0.25441587,31982.928709730528,7.362559999999999,4.26624,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_27,H0,5FT,True,0,True,0.67966808175,True,VALID,True,0.85,0.2262855,31929.543238735536,2.65472,1.68576,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_28,H0,5FT,False,0,True,0.03975384175,False,TOO_EARLY,True,0.93,0.23334685,31930.175471318624,5.32352,3.072,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_29,H0,5FT,True,0,True,1.52372184175,True,VALID,True,1.0,0.2039117,32055.048610634196,1.02656,0.49408,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_3,H0,5FT,True,0,True,0.47614680175,True,VALID,True,0.59,0.26333028,31991.13832884574,7.01952,4.62976,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_30,H0,5FT,True,0,True,0.9092476017500001,True,VALID,True,0.91,0.2555856,31897.433355217774,5.7728,3.55712,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_31,H0,5FT,True,0,True,0.27792856175,True,VALID,True,0.99,0.24056396,32072.667363425164,7.1168000000000005,4.3392,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_32,H0,5FT,True,0,True,1.67412056175,True,VALID,True,1.0,0.20251662,32064.12549964742,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_33,H0,5FT,True,0,True,1.00386776175,True,VALID,True,0.92,0.25086868,31915.32829573212,4.88704,2.6879999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_34,H0,5FT,True,0,True,0.37162200175000004,True,VALID,True,0.93,0.24452645,31957.827432351234,3.552,2.0979200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_35,H0,5FT,True,0,True,0.95137496175,True,VALID,True,1.0,0.19985406,32105.07505416859,1.2787199999999999,0.46336,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_36,H0,5FT,True,0,True,0.29648472175,True,VALID,True,0.89,0.20316537,32030.823941039627,7.47648,4.714239999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_37,H0,5FT,True,0,True,1.76122072175,True,VALID,True,1.0,0.22497383,32060.315835442776,6.76736,4.2112,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_38,H0,5FT,True,0,True,1.09559640175,True,VALID,True,0.99,0.2247232,32009.288516409855,0.96512,0.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_39,H0,5FT,True,0,True,0.47081048175,True,VALID,True,0.83,0.27491146,31911.99146457152,0.53888,0.17152,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_4,H0,5FT,True,0,True,1.84500312175,True,VALID,True,0.92,0.23255648,31925.241102960154,4.36224,2.79808,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_40,H0,5FT,True,0,True,1.8932258417499999,True,VALID,True,0.99,0.23871045,31973.125725891725,2.76736,1.33376,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_41,H0,5FT,True,0,True,1.29898840175,True,VALID,True,0.76,0.23431168,32000.70658486815,6.93632,4.2496,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_42,H0,5FT,True,0,True,0.7295944817500001,True,VALID,True,1.0,0.2216445,32030.77787725706,3.4688000000000003,1.94688,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_43,H0,5FT,False,0,True,0.054418801749999995,False,TOO_EARLY,True,0.83,0.25788108,31928.66831860018,2.7648,1.67936,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_44,H0,5FT,True,0,True,1.4660181617499999,True,VALID,True,0.89,0.2550618,31955.319619411475,1.75104,0.79232,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_45,H0,5FT,True,0,True,0.7245845617500001,True,VALID,True,0.92,0.25326806,31905.562573773677,1.0931199999999999,0.5952000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_46,H0,5FT,False,0,True,0.09898840175000001,False,TOO_EARLY,True,0.99,0.23027499,31993.920116076035,4.2739199999999995,2.72896,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_47,H0,5FT,True,0,False,1.52041304175,True,VALID,False,0.57,0.27716452,31983.552533980688,0,0.06528,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_48,H0,5FT,True,0,True,0.93356248175,True,VALID,True,1.0,0.22593229,32034.98742218023,7.48288,4.22528,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_49,H0,5FT,True,0,True,0.26761304175,True,VALID,True,0.97,0.22164248,31992.460760048336,6.302720000000001,3.7004799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_5,H0,5FT,True,0,True,1.08446296175,True,VALID,True,1.0,0.20507397,32028.023401333507,6.592,4.202240000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_50,H0,5FT,True,0,True,1.48765784175,True,VALID,True,1.0,0.21393746,32054.787203830532,4.6208,3.0208,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_51,H0,5FT,True,0,True,0.80273880175,True,VALID,True,1.0,0.22096212,32081.66128662681,4.2739199999999995,2.5536,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_52,H0,5FT,True,0,True,0.16606040175,True,VALID,True,0.94,0.23663439,31980.01929408391,3.08736,1.9699200000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_53,H0,5FT,True,0,True,1.6493794417499998,True,VALID,True,0.93,0.22404763,32076.803533506514,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_54,H0,5FT,True,0,True,1.06561880175,True,VALID,True,0.97,0.26994285,32028.75627093264,6.74176,4.33536,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_55,H0,5FT,True,0,True,0.34530264175000003,True,VALID,True,0.67,0.23826581,32003.200185859507,6.97344,4.4019200000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_56,H0,5FT,True,0,True,1.79381464175,True,VALID,True,0.71,0.24777049,32067.570576298956,8.203520000000001,5.027839999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_57,H0,5FT,True,0,True,1.11278680175,True,VALID,True,0.99,0.23354387,31986.951530556693,4.79232,2.64832,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_58,H0,5FT,True,0,True,0.44947672175000003,True,VALID,True,0.9,0.2700626,31968.51888448545,1.5334400000000001,0.89088,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_59,H0,5FT,True,0,True,1.83640536175,True,VALID,True,0.86,0.26408362,31928.81108650015,5.99168,3.74912,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_6,H0,5FT,True,0,True,0.45046488175000005,True,VALID,True,1.0,0.25292695,32057.387648754146,6.53056,4.22912,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_60,H0,5FT,True,0,True,1.13847000175,True,VALID,True,0.9,0.24320759,32069.3073601777,7.560960000000001,4.57472,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_61,H0,5FT,True,0,True,0.41691736175000005,True,VALID,True,0.79,0.21492311,31968.581865342596,6.77248,4.44032,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_62,H0,5FT,True,0,True,1.81893976175,True,VALID,True,0.77,0.2532942,32044.421385275495,8.006400000000001,4.34688,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_63,H0,5FT,True,0,True,1.1447727217499999,True,VALID,True,0.95,0.20157558,32066.704747209842,6.7161599999999995,4.4479999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_64,H0,5FT,True,0,True,0.39078616175,True,VALID,True,0.61,0.26947135,31962.693944297986,2.4832,1.35168,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_65,H0,5FT,True,0,True,1.73394264175,True,VALID,True,0.91,0.27509424,31986.317676695424,0,0.16896,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_66,H0,5FT,True,0,True,1.1098978417499998,True,VALID,True,0.93,0.23724596,31955.96018098071,0.5465599999999999,0.17024,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_67,H0,5FT,True,0,False,0.46881240175000005,True,VALID,False,0.79,0.2588872,31960.042416681114,0,0.06016,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_68,H0,5FT,True,0,True,1.83780568175,True,VALID,True,0.85,0.25852644,31956.738224334837,0,0.17024,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_69,H0,5FT,True,0,True,1.19954520175,True,VALID,True,0.55,0.24310039,32025.579837404333,7.65696,5.056,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_7,H0,5FT,True,0,True,1.83552728175,True,VALID,True,0.96,0.24852435,32024.5492618265,7.35232,4.6220799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_70,H0,5FT,True,0,False,0.5782844017500001,True,VALID,False,0.5997560975609756,0.28375077,31987.774994891257,6.94144,4.09088,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_71,H0,5FT,True,0,False,1.9913314417499999,True,VALID,False,0.67,0.27303383,31971.35982441141,0,0.06272,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_72,H0,5FT,True,0,True,1.3540808817499999,True,VALID,True,0.62,0.24372786,31992.547138228616,6.944,4.37504,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_73,H0,5FT,True,0,True,0.66752600175,True,VALID,True,0.93,0.251614,32008.181356215966,5.53216,3.54944,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_74,H0,5FT,False,0,True,0.035012721749999996,False,TOO_EARLY,True,0.82,0.2770952,32017.42578287999,7.22176,4.66688,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_75,H0,5FT,True,0,True,1.44862808175,True,VALID,True,0.56,0.23641099,32041.366957598893,7.64288,4.87808,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_76,H0,5FT,True,0,True,0.8352572017500001,True,VALID,True,0.79,0.23403044,32007.292860610934,6.81728,4.42368,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_77,H0,5FT,True,0,False,0.17407960175,True,VALID,False,0.6597560975609755,0.27081984,31977.618665332397,7.2448,4.30976,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_78,H0,5FT,True,0,True,1.57454040175,True,VALID,True,0.95,0.2590705,32048.647462760702,7.11424,4.6220799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_79,H0,5FT,True,0,True,0.9255676017500001,True,VALID,True,0.83,0.23052822,31983.225293267376,7.3152,4.2739199999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_8,H0,5FT,True,0,True,1.15265880175,True,VALID,True,0.98,0.2340818,32059.57465208378,6.75072,4.321280000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_80,H0,5FT,True,0,True,0.17761240174999998,True,VALID,True,0.915,0.25016925,32019.879026436065,6.61888,4.3609599999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_81,H0,5FT,True,0,True,1.63758680175,True,VALID,True,0.7633333333333333,0.26549646,31976.19896773712,6.9747200000000005,4.366079999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_82,H0,5FT,True,0,True,0.89385048175,True,VALID,True,0.99,0.22176954,32038.943122363973,7.32416,4.321280000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_83,H0,5FT,True,0,True,0.23376472175,True,VALID,True,0.86,0.23255959,32070.49356852838,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_84,H0,5FT,True,0,True,1.6877026417499998,True,VALID,True,0.82,0.26614815,31942.047465533968,6.06464,3.90784,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_85,H0,5FT,True,0,True,0.96304088175,True,VALID,True,0.99,0.23595677,32119.596449768942,6.74688,4.39552,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_86,H0,5FT,True,0,True,0.37422296175,True,VALID,True,0.93,0.24784899,31963.49450498161,6.553599999999999,4.34688,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_87,H0,5FT,True,0,True,1.73300056175,True,VALID,True,0.98,0.25352842,32056.59516555342,6.70464,4.3289599999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_88,H0,5FT,True,0,True,1.0774421617499998,True,VALID,True,0.87,0.2272661,31910.2275985976,1.03424,0.57472,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_89,H0,5FT,True,0,True,0.43993176175000004,True,VALID,True,0.84,0.2564866,32010.750520049998,7.15264,4.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_9,H0,5FT,True,0,True,0.40388568175,True,VALID,True,0.91,0.25125542,31966.487047046296,3.328,2.1452799999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_90,H0,5FT,True,0,True,1.7375394417499999,True,VALID,True,0.75,0.24233249,31939.36995214961,7.45216,4.63232,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_91,H0,5FT,True,0,True,1.14345304175,True,VALID,True,0.97,0.2459697,32031.486818796777,7.07456,4.59776,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_92,H0,5FT,True,0,True,0.48312792175,True,VALID,True,1.0,0.24512486,32086.293935757276,7.319039999999999,4.2944,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_93,H0,5FT,True,0,True,1.88920792175,True,VALID,True,0.66,0.2668896,31979.00542035929,6.720000000000001,3.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_94,H0,5FT,True,0,True,1.1368879217499999,True,VALID,True,0.93,0.27644175,32041.347101427127,0,0.06272,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_95,H0,5FT,True,0,True,0.5182754417500001,True,VALID,True,0.59,0.25017473,31983.85357627992,8.24064,4.86272,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_96,H0,5FT,True,0,True,1.95615576175,True,VALID,True,0.9933333333333333,0.25545105,31972.24879511521,6.37568,4.122879999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_97,H0,5FT,True,0,True,1.19070936175,True,VALID,True,1.0,0.23859313,32076.636001617633,1.85472,0.5363199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_98,H0,5FT,True,0,True,0.51200728175,True,VALID,True,0.94,0.22680227,32093.31040763304,7.068160000000001,4.45824,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_5ft_t1_epoch_99,H0,5FT,True,0,True,1.92622040175,True,VALID,True,0.9,0.2207338,31925.918548596102,6.848,4.2969599999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_0,H0,10FT,True,0,False,0.9154760817500001,True,VALID,False,0.99,0.3945475,31985.88246493136,3.5686400000000003,2.09152,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_1,H0,10FT,True,0,False,0.27242968175000004,True,VALID,False,0.74,0.34668347,32038.047986727728,6.9312000000000005,4.43264,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_10,H0,10FT,True,0,False,0.49496792175000004,True,VALID,False,0.92,0.23549439,31945.473219519172,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_11,H0,10FT,True,0,False,1.86227416175,True,VALID,False,1.0,0.37383047,31915.13801641292,7.2383999999999995,4.540159999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_12,H0,10FT,True,0,False,1.17830872175,True,VALID,False,0.8797560975609755,0.35091433,31993.948155644444,7.63264,4.69248,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_13,H0,10FT,True,0,False,0.44139224175,True,VALID,False,1.0,0.42525214,31982.547948275846,3.94624,2.3424,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_14,H0,10FT,True,0,False,1.80721624175,True,VALID,False,0.6897560975609756,0.29343653,31987.214707410534,6.4985599999999994,3.7312,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_15,H0,10FT,True,0,False,1.14802520175,True,VALID,False,0.96,0.39175856,32048.460216336076,3.90784,2.32448,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_16,H0,10FT,True,0,False,0.45128152175,True,VALID,False,1.0,0.37334254,32020.08840722174,3.59296,2.31424,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_17,H0,10FT,True,0,False,1.86490072175,True,VALID,False,0.98,0.3773938,32008.852295119137,3.77472,1.66528,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_18,H0,10FT,True,0,False,1.23532248175,True,VALID,False,0.73,0.34301323,32046.526292279254,6.1248,3.73248,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_19,H0,10FT,True,0,False,0.47973720175,True,VALID,False,0.98,0.37691528,32020.336259421754,6.49344,3.20768,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_2,H0,10FT,True,0,False,1.57956184175,True,VALID,False,0.9897560975609756,0.40691325,31988.054719415653,4.05248,2.63168,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_20,H0,10FT,True,0,False,1.92955864175,True,VALID,False,1.0,0.4191314,31962.794871619157,4.5004800000000005,2.86976,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_21,H0,10FT,True,0,False,1.30714584175,True,VALID,False,0.97,0.38377717,32014.097127433393,7.19104,4.6745600000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_22,H0,10FT,True,0,False,0.63478872175,True,VALID,False,1.0,0.45063716,31934.33064855832,3.36256,2.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_23,H0,10FT,False,0,False,2.00374872175,False,TOO_LATE,False,0.9797560975609756,0.42840272,31978.089460839397,5.3312,3.48416,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_24,H0,10FT,True,0,False,1.3635362417499999,True,VALID,False,1.0,0.43298322,31886.708079426877,3.30496,2.13376,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_25,H0,10FT,True,0,False,0.6979656817500001,True,VALID,False,1.0,0.37391683,31951.65116158929,3.94624,2.2502400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_26,H0,10FT,False,0,False,0.012651121750000001,False,TOO_EARLY,False,0.98,0.32738933,31977.158619900463,4.9344,2.23872,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_27,H0,10FT,True,0,False,1.39081048175,True,VALID,False,0.9697560975609756,0.38678345,31991.019524911742,7.33184,4.4249600000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_28,H0,10FT,True,0,True,0.74790616175,True,VALID,True,0.53,0.32230014,32059.28871795167,5.94816,3.86944,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_29,H0,10FT,False,0,False,0.08152152175,False,TOO_EARLY,False,0.95,0.3583655,32007.516812045087,2.65728,1.65376,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_3,H0,10FT,True,0,False,0.92346200175,True,VALID,False,0.97,0.41847956,32009.614117312685,3.10144,1.95072,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_30,H0,10FT,True,0,False,1.4804872817499999,True,VALID,False,1.0,0.40931717,31938.481512504957,2.46912,1.45536,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_31,H0,10FT,True,0,False,0.8353122417500001,True,VALID,False,1.0,0.3380686,31907.266569661704,4.97664,2.65344,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_10ft_t1_epoch_32,H0,10FT,True,0,False,0.13452504175,True,VALID,False,1.0,0.40343535,31879.223547270893,1.8483200000000002,1.2224,,,,,,,,,,,,,,,,,,,,,,,,,,,
