PATH,CLOSEST_HYDROPHONE,DISTANCE,ALL_VALID,PREDICTED,IS_NEARBY,H0 TOA,H0 VALID,H0 REASON,H0 IS_NEARBY,H0 CONFIDENCE,H0 H0_RAW_spectral_flatness,H0 H0_FILTERED_spectral_centroid_hz,H0 H0_FILTERED_time_to_secondary_peak_ms,H0 H0_RAW_rise_time_ms,H0 H0_RAW_spectral_centroid_hz,H0 H0_FILTERED_rise_time_ms,H0 H0_FILTERED_fwhm_ms,H1 TOA,H1 VALID,H1 REASON,H1 IS_NEARBY,H1 CONFIDENCE,H1 RAW_spectral_flatness,H1 FILTERED_spectral_centroid_hz,H1 FILTERED_time_to_secondary_peak_ms,H1 RAW_rise_time_ms,H1 RAW_spectral_centroid_hz,H1 FILTERED_rise_time_ms,H1 FILTERED_fwhm_ms,H2 TOA,H2 VALID,H2 REASON,H2 IS_NEARBY,H2 CONFIDENCE,H2 RAW_spectral_flatness,H2 FILTERED_spectral_centroid_hz,H2 FILTERED_time_to_secondary_peak_ms,H2 RAW_rise_time_ms,H2 RAW_spectral_centroid_hz,H2 FILTERED_rise_time_ms,H2 FILTERED_fwhm_ms,H3 TOA,H3 VALID,H3 REASON,H3 IS_NEARBY,H3 CONFIDENCE,H3 RAW_spectral_flatness,H3 FILTERED_spectral_centroid_hz,H3 FILTERED_time_to_secondary_peak_ms,H3 RAW_rise_time_ms,H3 RAW_spectral_centroid_hz,H3 FILTERED_rise_time_ms,H3 FILTERED_fwhm_ms
H0_Closest_0FT_epoch_0,H0,0FT,False,0,True,1.97142744175,False,TOO_LATE,True,0.98,0.2698756,31952.558027586376,8.373760000000008,0.17792,69056.06118271744,0.5184,3.87968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_1,H0,0FT,True,0,True,1.0336559217499999,True,VALID,True,1.0,0.22947253,32014.452866675838,29.509119999999946,0.16768,63909.48161845326,1.23264,3.26144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_10,H0,0FT,True,0,True,1.00379608175,True,VALID,True,0.97,0.25633472,31976.442922288534,29.82271999999986,4.21632,67455.31614358268,0.48512,3.8272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_11,H0,0FT,True,0,True,0.15111128175,True,VALID,True,1.0,0.23225124,32040.577642966044,12.104959999999998,4.1843200000000005,64022.75849629354,4.40064,1.07008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_12,H0,0FT,True,0,True,1.26870104175,True,VALID,True,1.0,0.23735517,32064.95145330694,9.689599999999965,0.16255999999999998,64124.152887987155,1.91744,3.36896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_13,H0,0FT,True,0,True,0.33941848175,True,VALID,True,0.98,0.24148992,31990.132384313834,10.662400000000016,0.24448,64787.959563912475,0.46976,0.9356800000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_14,H0,0FT,True,0,True,1.5445013617499999,True,VALID,True,1.0,0.22231743,31997.254984306805,7.331839999999978,3.264,62692.94845714064,3.7888,1.76512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_15,H0,0FT,True,0,True,0.64635736175,True,VALID,True,0.95,0.31193325,32015.491095663383,8.979200000000077,0.1472,74817.49840252366,4.35584,1.23648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_16,H0,0FT,True,0,True,1.7889903217499998,True,VALID,True,1.0,0.23932442,32049.245501500147,29.80095999999999,4.20096,65220.76987920668,0.42496,2.53824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_17,H0,0FT,True,0,True,0.94679640175,True,VALID,True,1.0,0.21521993,32057.872053026167,23.550719999999913,2.42304,61405.45164698856,3.75424,3.7888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_18,H0,0FT,True,0,True,0.11655640175000001,True,VALID,True,0.99,0.24679123,32017.12434251557,9.756159999999985,3.9539199999999997,66324.52036788849,3.8208,0.77952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_19,H0,0FT,True,0,True,1.28728408175,True,VALID,True,1.0,0.2653485,32028.749795541953,3.7504000000001536,0.15616,69000.77493517588,1.96224,1.82528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_2,H0,0FT,True,0,True,0.10498264175000001,True,VALID,True,0.95,0.22280328,32021.798903169354,10.964479999999998,,39866.67729773665,4.25984,3.5558400000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_20,H0,0FT,True,0,True,0.51252440175,True,VALID,True,0.99,0.26907226,32037.364793356504,26.16704000000003,2.8544,69661.99786443566,6.81344,3.75424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_21,H0,0FT,True,0,True,1.68543704175,True,VALID,True,1.0,0.25384018,32071.591123485876,5.758719999999995,0.14848,67269.04648783356,2.09408,0.6719999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_22,H0,0FT,True,0,True,0.88400216175,True,VALID,True,0.96,0.29429814,32027.989672158652,21.51040000000004,0.14336000000000002,73317.43355141772,9.47328,3.15264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_23,H0,0FT,False,0,True,0.04906712175,False,TOO_EARLY,True,0.98,0.287196,32012.0288772042,23.18336,0.15488000000000002,71420.92378029543,6.639360000000001,1.88672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_24,H0,0FT,True,0,True,1.28287960175,True,VALID,True,0.98,0.27457923,32068.595027586456,25.064960000000134,4.42624,70784.4266363506,4.3699200000000005,2.8940799999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_25,H0,0FT,True,0,True,0.46563800175000003,True,VALID,True,0.91,0.3108447,31972.16312931613,3.5084799999999805,0.14976,74301.00377863918,0.48896,0.8448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
