PATH,CLOSEST_HYDROPHONE,DISTANCE,ALL_VALID,PREDICTED,IS_NEARBY,H0 TOA,H0 VALID,H0 REASON,H0 IS_NEARBY,H0 PING_WIDTH,H1 TOA,H1 VALID,H1 REASON,H1 IS_NEARBY,H1 PING_WIDTH,H2 TOA,H2 VALID,H2 REASON,H2 IS_NEARBY,H2 PING_WIDTH,H3 TOA,H3 VALID,H3 REASON,H3 IS_NEARBY,H3 PING_WIDTH
H0_Closest_0FT_epoch_27,H0,0FT,True,0,False,0.83285976175,True,VALID,False,0.01507072,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_28,H0,0FT,True,0,True,1.9131541617499999,True,VALID,True,0.01212416,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_29,H0,0FT,True,0,True,1.05645528175,True,VALID,True,0.00961024,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_3,H0,0FT,True,0,True,1.26848344175,True,VALID,True,0.01426432,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_30,H0,0FT,False,0,True,0.056791921749999995,False,TOO_EARLY,True,0.01309184,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_31,H0,0FT,True,0,True,1.2945608817499998,True,VALID,True,0.01028096,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_32,H0,0FT,True,0,True,0.30925272175,True,VALID,True,0.01325056,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_33,H0,0FT,True,0,True,1.44421336175,True,VALID,True,0.01176192,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_34,H0,0FT,True,0,True,0.66512728175,True,VALID,True,0.0125696,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_35,H0,0FT,True,0,True,1.78511064175,True,VALID,True,0.00953728,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_36,H0,0FT,True,0,True,0.9594620017500001,True,VALID,True,0.01462144,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_37,H0,0FT,False,0,True,0.011943281750000001,False,TOO_EARLY,True,0.01039872,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_38,H0,0FT,True,0,False,1.20707672175,True,VALID,False,0.03081216,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_39,H0,0FT,True,0,True,0.31966168175000004,True,VALID,True,0.01333504,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_4,H0,0FT,True,0,True,0.25581272175,True,VALID,True,0.01230592,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_40,H0,0FT,True,0,True,1.4645615217499999,True,VALID,True,0.00897664,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_41,H0,0FT,True,0,False,0.64097624175,True,VALID,False,0.030752,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_42,H0,0FT,True,0,True,1.74402392175,True,VALID,True,0.01465728,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_43,H0,0FT,True,0,True,0.97496920175,True,VALID,True,0.010912,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_44,H0,0FT,False,0,False,0.02395352175,False,TOO_EARLY,False,0.01472128,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_45,H0,0FT,True,0,True,1.26462040175,True,VALID,True,0.01197312,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_46,H0,0FT,True,0,True,0.40836824175,True,VALID,True,0.01256192,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_47,H0,0FT,True,0,True,1.54355160175,True,VALID,True,0.011808,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_48,H0,0FT,True,0,True,0.79621848175,True,VALID,True,0.01309824,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_49,H0,0FT,True,0,True,1.90652760175,True,VALID,True,0.01318528,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_5,H0,0FT,True,0,True,1.39312344175,True,VALID,True,0.01334144,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_50,H0,0FT,True,0,True,1.12487000175,True,VALID,True,0.0129344,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_51,H0,0FT,True,0,True,0.14857688175,True,VALID,True,0.01275776,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_52,H0,0FT,True,0,True,1.31430744175,True,VALID,True,0.01031936,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_53,H0,0FT,True,0,True,0.39671384175,True,VALID,True,0.01382144,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_54,H0,0FT,True,0,True,1.63916376175,True,VALID,True,0.01225088,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_55,H0,0FT,True,0,True,0.81732056175,True,VALID,True,0.01273472,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_56,H0,0FT,False,0,True,0.03310680175,False,TOO_EARLY,True,0.01350656,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_57,H0,0FT,True,0,True,1.21425368175,True,VALID,True,0.01153792,,,,,,,,,,,,,,,
H0_Closest_0FT_epoch_58,H0,0FT,True,0,True,0.25263064175,True,VALID,True,0.01343104,,,,,,,,,,,,,,,
