PATH,TRUTH,PREDICTED,H0 TOA,H1 TOA,H2 TOA,H3 TOA,ALL_VALID,H0 VALID,H1 VALID,H2 VALID,H3 VALID,H0 REASON,H1 REASON,H2 REASON,H3 REASON,H0 NEARBY,H1 NEARBY,H2 NEARBY,H3 NEARBY,H0 NEARBY_VALID,H1 NEARBY_VALID,H2 NEARBY_VALID,H3 NEARBY_VALID,H0 DELTA_T,H1 DELTA_T,H2 DELTA_T,H3 DELTA_T
H0_Closest_30FT_epoch_19,,0,1.12609624175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01613184,,,
H0_Closest_30FT_epoch_20,,0,0.31557592175000004,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01346176,,,
H0_Closest_30FT_epoch_21,,0,1.4861397617499998,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01650304,,,
H0_Closest_30FT_epoch_22,,0,0.52637912175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.0184896,,,
H0_Closest_30FT_epoch_23,,0,1.59010008175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01849344,,,
H0_Closest_30FT_epoch_24,,0,0.85119320175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.0134528,,,
H0_Closest_30FT_epoch_25,,0,0.05013592175,,,,False,False,,,,TOO_EARLY,,,,True,,,,False,,,,0.03560832,,,
H0_Closest_30FT_epoch_26,,0,1.18408664175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01741952,,,
H0_Closest_30FT_epoch_27,,0,0.30014424175000004,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01326336,,,
H0_Closest_30FT_epoch_28,,0,1.54813400175,,,,True,True,,,,VALID,,,,True,,,,False,,,,0.01828608,,,
